layer,head,component,succ_mean,fail_mean,delta,n_succ,n_fail
0,0,benign_puzzle_scaffold,0.2727572045253511,0.23386519091910257,0.038892013606248554,6,16
0,0,final_answer_cue,0.7255694376715955,0.7677451934861046,-0.04217575581450905,6,16
0,0,harmful_instruction,0.0,0.010747097736204022,-0.010747097736204022,6,16
0,0,injected_reasoning,0.0,0.00014735465145723748,-0.00014735465145723748,6,16
0,1,benign_puzzle_scaffold,0.250044078485162,0.22635247178013418,0.023691606705027846,6,16
0,1,final_answer_cue,0.7459633600775472,0.7749734021236019,-0.02901004204605473,6,16
0,1,harmful_instruction,0.0,0.010634932034908125,-0.010634932034908125,6,16
0,1,injected_reasoning,0.0,0.00012852104962206198,-0.00012852104962206198,6,16
0,2,benign_puzzle_scaffold,0.32662433629947046,0.31392075943150743,0.012703576867963029,6,16
0,2,final_answer_cue,0.6611938135298671,0.6881546741222315,-0.026960860592364466,6,16
0,2,harmful_instruction,0.0,0.011887940070390778,-0.011887940070390778,6,16
0,2,injected_reasoning,0.0,0.0003128123183419103,-0.0003128123183419103,6,16
0,3,benign_puzzle_scaffold,0.21997943105340725,0.19439763740926208,0.025581793644145173,6,16
0,3,final_answer_cue,0.7805026508193995,0.8073160934715264,-0.02681344265212693,6,16
0,3,harmful_instruction,0.0,0.009719286419512752,-0.009719286419512752,6,16
0,3,injected_reasoning,0.0,8.425699828828992e-05,-8.425699828828992e-05,6,16
0,4,benign_puzzle_scaffold,0.28928845112851237,0.27096227886019,0.018326172268322394,6,16
0,4,final_answer_cue,0.7042068478911675,0.7318383924494197,-0.02763154455825223,6,16
0,4,harmful_instruction,0.0,0.010840767178372393,-0.010840767178372393,6,16
0,4,injected_reasoning,0.0,0.0002881809629560853,-0.0002881809629560853,6,16
0,5,benign_puzzle_scaffold,0.20749169328802253,0.1789598900973126,0.028531803190709915,6,16
0,5,final_answer_cue,0.8005309601017939,0.824513976104942,-0.023983016003148117,6,16
0,5,harmful_instruction,0.0,0.014128417594598059,-0.014128417594598059,6,16
0,5,injected_reasoning,0.0,0.00014772477961530353,-0.00014772477961530353,6,16
0,6,benign_puzzle_scaffold,0.386295918563317,0.29671408870131954,0.08958182986199748,6,16
0,6,final_answer_cue,0.6332855163916828,0.7101526270674919,-0.07686711067580909,6,16
0,6,harmful_instruction,0.0,0.013699463090327175,-0.013699463090327175,6,16
0,6,injected_reasoning,0.0,0.00013657156105880677,-0.00013657156105880677,6,16
0,7,benign_puzzle_scaffold,0.565041463296401,0.4662997535063379,0.09874170979006314,6,16
0,7,final_answer_cue,0.41911096215784066,0.5366178197635058,-0.1175068576056651,6,16
0,7,harmful_instruction,0.0,0.004841379315301808,-0.004841379315301808,6,16
0,7,injected_reasoning,0.0,0.000510045234757208,-0.000510045234757208,6,16
0,8,benign_puzzle_scaffold,0.7674480224754294,0.7931470384402092,-0.025699015964779748,6,16
0,8,final_answer_cue,0.14279184603048756,0.20812025327609013,-0.06532840724560257,6,16
0,8,harmful_instruction,0.0,0.002035739340298238,-0.002035739340298238,6,16
0,8,injected_reasoning,0.0,0.004489345236064252,-0.004489345236064252,6,16
0,9,benign_puzzle_scaffold,0.7396219608508662,0.6358877035040695,0.10373425734679664,6,16
0,9,final_answer_cue,0.24448696768162673,0.3714299340190068,-0.1269429663373801,6,16
0,9,harmful_instruction,0.0,0.0054852244054367895,-0.0054852244054367895,6,16
0,9,injected_reasoning,0.0,0.0011764241209873477,-0.0011764241209873477,6,16
0,10,benign_puzzle_scaffold,0.22584676552608493,0.20133624794867822,0.024510517577406715,6,16
0,10,final_answer_cue,0.7693917053835572,0.7998506916456827,-0.03045898626212551,6,16
0,10,harmful_instruction,0.0,0.009016796784626451,-0.009016796784626451,6,16
0,10,injected_reasoning,0.0,0.00010244042722504644,-0.00010244042722504644,6,16
0,11,benign_puzzle_scaffold,0.19123425512606085,0.1808596632754158,0.010374591850645043,6,16
0,11,final_answer_cue,0.8109822715050375,0.8219960116510676,-0.011013740146030071,6,16
0,11,harmful_instruction,0.0,0.012170873080668748,-0.012170873080668748,6,16
0,11,injected_reasoning,0.0,0.00011309608347252779,-0.00011309608347252779,6,16
0,12,benign_puzzle_scaffold,0.27081711499627126,0.25872401450004623,0.012093100496225029,6,16
0,12,final_answer_cue,0.7215788521541131,0.742757240389563,-0.02117838823544993,6,16
0,12,harmful_instruction,0.0,0.008741044944313409,-0.008741044944313409,6,16
0,12,injected_reasoning,0.0,0.00013271274012687648,-0.00013271274012687648,6,16
0,13,benign_puzzle_scaffold,0.6807407025129208,0.6744424371726934,0.006298265340227482,6,16
0,13,final_answer_cue,0.2856797476624029,0.3277347781999245,-0.04205503053752163,6,16
0,13,harmful_instruction,0.0,0.003771525579206257,-0.003771525579206257,6,16
0,13,injected_reasoning,0.0,0.0008003715991754864,-0.0008003715991754864,6,16
0,14,benign_puzzle_scaffold,0.6267272821833284,0.6451292754731185,-0.018401993289790086,6,16
0,14,final_answer_cue,0.3360088535567724,0.355065744874844,-0.01905689131807159,6,16
